,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,Cluster
0,0.04885891108542496,-0.004799096714027189,-0.03647674554530498,0.10164311052106036,0.12798289738373536,0.09038156014288362,0.030342475030343336,-0.04919593609195185,0.019418967363915626,-0.008526832446352934,-0.020894705667049596,-0.007306730821268727,-0.0381411879499598,0.06886514802276765,-0.023461259625807883,-0.06112911350284907,0.02335567307661951,-0.03035597764876593,15
1,0.05811504094635674,0.24656313057012527,0.19517151093276253,0.01417884238208021,-0.03037283631810059,-0.05913640632761239,-0.007845775529914032,0.03441467395963423,-0.06601728897680358,-0.018126073356657155,-0.019948414923003355,0.04444623178185226,-0.007205019227698784,0.0812800419340557,-0.037893222288158175,0.027337295625971744,0.017613989900773765,0.02093141992263192,10
2,0.05002434461698155,-0.02305422055174241,0.13739109440514333,-0.0013511991696184328,-0.1150459747185733,0.039103100792510816,0.03643813129243965,0.0616434244832129,0.03236835533191639,-0.059825385941795414,-0.039794279235398695,-0.06833363274389756,0.047007818821784134,-0.10388304943628418,-0.05816438762239215,-0.029587379673867938,-0.01520635578205523,-0.06448350836655373,1
3,-0.020391606767257514,0.061027610038871805,-0.07967785263480857,0.016643753932726872,-0.02145470379794624,0.0072591079325588625,-0.030323420402338618,0.10954922208485789,-0.08065363048152575,0.024022303421066003,0.03355463986523822,-0.036709464118646715,-0.06547143558143287,-0.06064038121137649,-0.008245456745777495,0.0002249395415237157,0.12075610306191316,-0.040836015777717345,12
4,-0.003595571057363493,-0.0013120100694731058,-0.09032714017262977,-0.029303617419234,-0.038165545921563286,0.006147248548299695,-0.11385013618949909,-0.014262869884661269,-0.12895776644105542,-0.07949368326460615,-0.08568521162022853,-0.06681856267919602,0.03249474066487376,-0.08939243996883904,-0.08763158205330426,0.046888354812003354,-0.0035633570708529638,-0.043354253880108884,2
5,0.029660514275758,-0.17536240777089673,0.010089797018780454,-0.1583241242868009,-0.08651995589673307,0.11600579518768578,-0.00700618533935142,-0.04595505412521222,0.027230058034439657,-0.007806514221013215,0.12260257059453024,-0.06898028588108805,0.050934094077244155,0.12454054163899995,-0.012425276451895279,-0.06478155303241931,0.03754295804634563,0.02315375030931766,17
6,0.043389778701249056,-0.1963030032543538,0.1716637443801175,0.04151136842971913,0.047698652538403476,0.0462975298953451,-0.04628095375093253,-0.05693078482488625,-0.045494840079478356,0.043081169991526176,0.028149771135460057,-0.05586099513257386,0.02188920792759164,0.08618080715171929,-0.0557906426877901,0.04288059201910172,-0.05916608397090306,0.016476519070973486,3
7,0.05760108289567895,-0.027993311696734587,0.11094511588073606,0.14189358908328573,-0.16909593026088462,-0.050465703639045616,0.0724432168601331,0.043441463060754866,0.015463045333803905,0.015431663583968361,-0.056659231435514136,-0.031189498003905174,-0.011206803286273846,-0.017462043140475742,0.02335309232849221,-0.012705025145144447,-0.06449359349625106,-0.011047236666299207,1
8,0.04737366961127782,0.2458441541042368,0.22320044619317736,0.0003316131760283043,-0.025702150373391134,-0.040536863859608106,0.009717487234167417,0.04051266383826786,-0.06138673050465134,-0.01961984092749649,-0.0178126555732404,0.04286223468845456,-0.015655598946215522,0.07888427575822576,-0.036265937533358966,0.02519678767494809,0.028387445744372096,0.030853108065137712,10
9,0.04864641347393202,0.0600288033505242,-0.07398784331543831,-0.05135651720853268,0.12311977897328781,-0.11789488946598657,0.12627447045257928,0.022796532361624655,-0.05343478339236015,-0.044187416668011584,-0.045774207060576846,0.057257474720937285,0.009287099217957378,-0.022551075050770863,0.01369335692914538,-0.023301663340185737,0.05346625407674337,-0.04047559069506742,9
10,0.0286700111819916,0.012268120728342711,-0.030977768950336156,-0.15578321825749794,-0.0597683400742167,0.10505461925961407,0.09678544852468653,-0.07147283996210992,0.030205266972650018,0.01079483670684417,0.09369689878542427,-0.01080824464105056,0.05149459516789619,0.02971203007179809,-0.01766918627343774,0.08001388480793939,0.03073389132778782,0.03436492097860571,4
11,0.04396009033384402,-0.023794606365864706,0.03327209105645481,-0.11826468317595824,0.1530777529564167,-0.009949197600432738,-0.04450130405025575,-0.06382153174643124,-0.010819951949894551,-0.0005593838153781405,-0.046848619824310184,-0.04008236374501286,0.05450327631043081,0.042742828695844434,-0.02023470643918557,0.017576084676873886,0.042419937777424595,-0.03269421723032564,17
