,PCA1,PCA2,PCA3,PCA4,Cluster,Pokemon
0,0.04885886878647041,-0.004796601980673495,-0.036481572451526535,0.10168259256485204,13,Abomasnow
1,0.05811498524723019,0.24656541012174896,0.19516761305558905,0.014192594983446433,14,Abra
2,0.05002443074465954,-0.02305824079668053,0.13739905986187562,-0.001403377774448892,4,Absol
3,-0.02039162680206059,0.06102780089591839,-0.07967797016621882,0.016636654688480364,15,Accelgor
4,-0.0035955150046930277,-0.0013153401902601123,-0.09032152776346697,-0.029338242775721866,1,Aegislash
5,0.02966046808795559,-0.17535921058300508,0.010084821652478005,-0.1582984154562927,0,Aerodactyl
6,0.04338973851498566,-0.19630125157440792,0.17166006955217208,0.04153447494419913,11,Aggron
7,0.057601098960508836,-0.02799383424766914,0.11094626568910393,0.14188674516416677,4,Aipom
8,0.04737361076065947,0.24584661293521656,0.22319638696464178,0.00034496374221605755,14,Alakazam
9,0.048646426635696384,0.06002818919111087,-0.07398675520427056,-0.0513642189722304,5,Alomomola
10,0.02866998454317711,0.012268412308048624,-0.03097910675535547,-0.155782589027195,5,Altaria
11,0.043960065981909734,-0.02379394327782559,0.03327009140487129,-0.11824620836077132,7,Amaura
12,0.058916970198432374,-0.02998535330242934,0.11381113379003303,0.13908916601233226,4,Ambipom
13,-0.004614226881998519,0.13499173560237357,-0.19194727175862053,0.15177215124377913,8,Amoonguss
14,-0.002685420055665021,0.026978001139968892,0.07517067720415797,0.03400259852062081,3,Ampharos
15,-0.020957759889783503,-0.12319700423145113,-0.08569749456400866,0.007812984778965889,16,Anorith
16,-0.0399608914787869,-0.10925259326540478,0.052567888026331694,0.05628807769477215,4,Arbok
17,0.02926096259496516,-0.13191276173940578,0.004829466673472882,-0.02106944071222929,7,Arcanine
18,0.04202040775611003,-0.011978178669432214,0.268050910586182,-0.16159238748505333,12,Arceus
19,0.04202040775611003,-0.011978178669432214,0.268050910586182,-0.16159238748505333,12,Arceus-Bug
20,0.04202040775611003,-0.011978178669432214,0.268050910586182,-0.16159238748505333,12,Arceus-Dark
21,0.04202040775611003,-0.011978178669432214,0.268050910586182,-0.16159238748505333,12,Arceus-Dragon
22,0.04202040775611003,-0.011978178669432214,0.268050910586182,-0.16159238748505333,12,Arceus-Electric
23,0.04202040775611003,-0.011978178669432214,0.268050910586182,-0.16159238748505333,12,Arceus-Fairy
24,0.04202040775611003,-0.011978178669432214,0.268050910586182,-0.16159238748505333,12,Arceus-Fighting
25,0.04202040775611003,-0.011978178669432214,0.268050910586182,-0.16159238748505333,12,Arceus-Fire
26,0.04202040775611003,-0.011978178669432214,0.268050910586182,-0.16159238748505333,12,Arceus-Flying
27,0.04202040775611003,-0.011978178669432214,0.268050910586182,-0.16159238748505333,12,Arceus-Ghost
28,0.04202040775611003,-0.011978178669432214,0.268050910586182,-0.16159238748505333,12,Arceus-Grass
29,0.04202040775611003,-0.011978178669432214,0.268050910586182,-0.16159238748505333,12,Arceus-Ground
30,0.04202040775611003,-0.011978178669432214,0.268050910586182,-0.16159238748505333,12,Arceus-Ice
31,0.04202040775611003,-0.011978178669432214,0.268050910586182,-0.16159238748505333,12,Arceus-Poison
32,0.04202040775611003,-0.011978178669432214,0.268050910586182,-0.16159238748505333,12,Arceus-Psychic
33,0.04202040775611003,-0.011978178669432214,0.268050910586182,-0.16159238748505333,12,Arceus-Rock
34,0.04202040775611003,-0.011978178669432214,0.268050910586182,-0.16159238748505333,12,Arceus-Steel
35,0.04202040775611003,-0.011978178669432214,0.268050910586182,-0.16159238748505333,12,Arceus-Water
36,0.02673565049256214,-0.13203157212690017,-0.06582660717094438,-0.1283315964476928,0,Archen
37,0.02030111865761882,-0.15037553411590746,-0.043814741367829715,-0.14905693255830696,0,Archeops
38,-0.10646932226979891,-0.012743838559539563,-0.08061854967246414,0.034369502922485355,15,Ariados
39,-0.010725811703018255,-0.15548197368945388,-0.021799411100939785,0.02698691631843372,16,Armaldo
40,0.015529095792765658,0.23496561098733226,-0.009078873301366221,-0.005266345406730704,6,Aromatisse
41,0.04009858429488196,-0.10402394798724292,-0.02528198536200048,-0.012916838002324148,7,Aron
42,0.015401907640929502,-0.01994259557203398,-0.13989445178924598,-0.23368615555445835,10,Articuno
43,0.034287142094591765,0.2025947969425809,0.15268650339155593,0.021240659227061687,14,Audino
44,0.03749461323221116,-0.039920755200169036,0.06034052667745086,-0.1236807764588456,0,Aurorus
45,0.02913131353785764,-0.09533959740513401,-0.055699775202534586,-0.0506945299485793,7,Avalugg
46,0.03636630236911722,-0.12615733046573593,-0.09198360300862993,0.028896309467913803,16,Axew
47,0.07914254085693223,0.1768762136436428,0.1653062672755529,-0.07209639181261729,14,Azelf
48,0.04424205152155299,-0.07069541679007393,0.06812749094120171,0.0782330453306051,4,Azumarill
49,0.06150596381522263,-0.03146853688285292,-0.05965544675253612,0.008669658335945588,7,Azurill
50,0.046326922523969485,-0.1712791207186142,-0.009154567449346968,-0.05890924962421602,0,Bagon
51,0.03361473954152223,0.18522383415092306,0.10187807946086565,-0.1069660459729735,6,Baltoy
52,0.0438937134056174,0.1827016689648684,0.12658967546083594,-0.026672086273205522,14,Banette
53,0.02576200583870876,-0.12226427843078219,0.02614362919647756,0.06188667094020686,4,Barbaracle
54,0.057925106972945645,-0.12389824291948322,-0.09699755906262485,-0.06246615280247091,1,Barboach
55,0.016777258254549572,-0.1472529669786142,-0.11574946539343928,-0.04639384644119335,1,Basculin
56,0.053509555836684444,-0.109875411739235,0.041836026982359276,-0.03410318191395311,7,Bastiodon
57,0.013468520347385845,0.15181008109645447,-0.1513606956353302,0.18323079767564932,8,Bayleef
58,0.04837901887795047,-0.12431930719100799,-0.011129225761344815,0.05764015021949159,16,Beartic
59,-0.059175196558773145,0.05447522131149957,-0.14993172772093655,-0.0987468958579716,5,Beautifly
60,-0.07846756963763812,-0.030963101156163308,-0.1433058025975439,-0.040272427694727955,1,Beedrill
61,0.02542271373887586,0.2683901951050054,0.14756209525544545,-0.12439190263472026,14,Beheeyem
62,-0.6229261591186361,-0.07733634371154746,0.15732700385691004,-0.061150334160103875,2,Beldum
63,-0.019953381114698885,0.17740210438986792,-0.18572991106245507,0.23966050155282886,8,Bellossom
64,-0.02715568107622783,0.13795496472970695,-0.17112546305463275,0.22178636330162943,8,Bellsprout
65,0.028310330616606386,-0.05952653457641292,-0.10508519332782654,-0.0545311804212149,1,Bergmite
66,0.06627673678129196,-0.10070027609776136,0.01284042522540556,0.0073430229834662,7,Bibarel
67,0.06960626452984259,-0.05132320140539218,-0.038551924619670414,-0.00988175722178538,7,Bidoof
68,0.0262002153766558,-0.10576565657751516,-0.013567482308848723,0.05065518850146124,16,Binacle
69,0.028600539539960335,-0.062257351283128336,0.03449239813594143,0.06100488879038595,4,Bisharp
70,0.022586137334072384,-0.1694841989735679,0.1007132883612253,0.03744046606378862,11,Blastoise
71,0.011854346100342503,-0.15127242257888698,0.09291514541879727,0.13312478799693644,11,Blaziken
72,0.05281176201359018,0.07672022621865386,0.18078985709754078,0.06176332719945878,9,Blissey
73,0.03617024370217353,0.01838481609682526,-0.12136961525610293,-0.06854709563421145,5,Blitzle
74,0.027262870740442886,-0.0550448283675269,-0.12099308636740426,-0.03594490538385952,1,Boldore
75,0.06492503302058533,0.04483586769940687,-0.07422410944547835,0.048525110719338314,15,Bonsly
76,0.021620816057395645,-0.1468666914897814,-0.0786098805334471,-0.0018622592507057845,16,Bouffalant
77,0.048493751112547626,0.1455311909504666,0.03151941150542896,-0.039736184803249634,6,Braixen
78,0.024843023358680813,-0.08529179514374689,-0.17936815424552377,-0.1655711787991897,10,Braviary
79,0.017361227339760008,0.010228745290902732,0.00855125658784629,0.250436985028049,13,Breloom
80,0.059160642913282845,0.1546753881615885,0.09278165682866929,-0.10616085391297024,6,Bronzong
81,0.058338069933356704,0.18309411526145825,0.06150931575490644,-0.10361609251996257,6,Bronzor
82,0.013692956849610402,0.13131381802910697,-0.2057669173598706,0.13507370614309008,8,Budew
83,0.029296869181815153,-0.11730429641790334,-0.081860628142288,-0.005762787748191905,16,Buizel
84,-0.037315664314265126,0.108729236945851,-0.14940734425933855,0.2262186115325806,8,Bulbasaur
85,0.04203525696708869,0.054090670141770325,0.040864189343029676,0.08832440516258576,3,Buneary
86,0.0438049830818992,-0.10130801704199355,-0.07842285725164959,0.051621126494536186,16,Bunnelby
87,-0.17357657699263387,-0.07193151141007215,-0.3793390076714671,-0.10407083382718336,10,Burmy
88,-0.048776866723576257,0.1129229303460688,-0.10739210194915869,-0.09527791032486817,5,Butterfree
89,-0.0016481676195745545,0.08060168964253299,-0.01393832838739389,0.23805745113918014,13,Cacnea
90,0.0015498571747382486,0.06108992054161472,0.019116419697067084,0.23983190315371009,13,Cacturne
91,0.03294659974273911,-0.07584633599754652,-0.008017474242508512,0.01898967291393956,7,Camerupt
92,0.0312329255850328,0.15140242869119488,-0.039639431952688924,-0.08397453756402203,6,Carbink
93,-0.037986755628448984,0.10499172527037373,-0.15845282561324012,0.20598848478652523,8,Carnivine
94,0.03963179668683975,-0.178279806424469,0.006275716484822814,-0.03818123350365356,0,Carracosta
95,0.03902937646626005,-0.1225788356656442,-0.032416071904375746,-0.05347928095469936,0,Carvanha
96,-0.9385418907506103,-0.08043669873192924,0.0872744556445378,-0.028411405846100104,2,Cascoon
97,0.05286082056168415,0.015557665648752205,-0.0006132813090283822,-0.08451213847101333,5,Castform
98,-0.9964195765300556,-0.08892348914880226,0.061232863629967084,-0.042406817637055866,2,Caterpie
99,0.04544022568297113,0.2628927674910888,0.048339739010747465,-0.028219963772725,14,Celebi
100,0.04358633755206226,0.1159744728188814,0.042647296136052316,-0.05091069712907216,6,Chandelure
101,0.052223217178630786,0.08474533727943225,0.16910594577107296,0.06241176346945281,9,Chansey
102,0.016675898130686147,-0.18143161003885175,0.08686379408242059,0.06429488025343875,11,Charmander
103,0.016675898130686147,-0.18143161003885175,0.08686379408242059,0.06429488025343875,11,Charmeleon
104,0.025604927627465787,0.05607883729894724,-0.16764537707947352,-0.14840757589466821,10,Chatot
105,0.004293574180287237,0.18427112401253934,-0.21239794241814927,0.14871226139620655,8,Cherrim
106,0.005403911090752506,0.18927472150441954,-0.2171962429786401,0.15224724034348017,8,Cherubi
107,0.021007625667373204,-0.07706060506993935,0.025353215446959912,0.17421978949043346,4,Chesnaught
108,0.034466082393514307,-0.05209744599896008,-0.010133912803228921,0.18112812567536046,13,Chespin
109,0.011089133017994074,0.1672497736370847,-0.16318750293674644,0.18014521390156948,8,Chikorita
110,0.04436016790449667,-0.07291556132984939,0.03500343611376499,0.10845649558147469,4,Chimchar
111,0.05478330693934983,0.254085752765088,0.10909806936190286,-0.0462573731647776,14,Chimecho
112,0.03208280299481024,-0.01772234303904654,-0.06244020483229094,-0.07790421136453016,5,Chinchou
113,0.06309966418736722,0.24984624864242685,0.08490774797574675,-0.05793453033146935,14,Chingling
114,0.0409823459619737,0.0530902109745513,-0.0346340542186062,0.08729719286011846,13,Cinccino
115,0.06263253620049201,-0.03535195087303656,-0.1590067685650917,-0.06838208553586142,1,Clamperl
116,0.018380686247170194,-0.13103578900651605,-0.1377458074970453,-0.04548699523775261,1,Clauncher
117,0.015514455780846806,-0.12744086893767395,-0.07838540961557992,-0.056938582626510324,1,Clawitzer
118,0.03586701850001417,0.16751018885460345,0.11806165254457146,-0.10388636223663464,6,Claydol
119,0.039335370517735266,0.18899539948033,0.2088020382740672,0.07690268837322545,9,Clefairy
120,0.05243830430279078,0.21138495844107208,0.11935710529637251,0.04064324475123386,14,Cleffa
121,-0.017659653091961262,-0.06917794133332213,-0.09462834104297063,-0.04045589505125921,1,Cloyster
122,0.04298336516270888,-0.013682007476053403,-0.05253449547928053,-0.030848024459665266,1,Cobalion
123,0.02662790913292102,0.2391338656571461,0.09597180029957549,-0.04582405675827265,14,Cofagrigus
124,-0.7079964623074375,-0.00998109888557651,0.05924479972240428,-0.09957493782716545,2,Combee
125,0.022750297137162895,-0.13468720906923853,0.05994826023137909,0.13020618921299934,4,Combusken
126,0.04072471420618716,-0.11506083252543375,0.040933652412400476,0.1546277687581549,4,Conkeldurr
127,0.034623137762887134,-0.14520106233949276,-0.008330767495026037,0.030523654318298267,16,Corphish
128,0.03237146766027013,0.023594271039105545,-0.008156938983525059,-0.026778265800008593,3,Corsola
129,-0.010901459596654556,0.17142286615829957,-0.16306050834938815,0.16922661046737517,8,Cottonee
130,0.004786078956990778,0.04009144626477613,-0.04365191056761324,0.09962435238063753,13,Cradily
131,0.06150087162849895,-0.19350758863007014,0.06375990187518253,0.0024710860347006533,11,Cranidos
132,0.03172194357234865,-0.1564668177410565,0.018017866314583,0.027408318636217486,16,Crawdaunt
133,0.05904555074790768,0.214587828222501,0.04071213758610652,-0.08998967692411158,6,Cresselia
134,0.011651128338690702,-0.08531579887098328,0.1169972624284483,0.14895196229183846,4,Croagunk
135,0.017238155522834205,-0.002703205108473244,-0.0946399261264924,-0.13845874608102693,5,Crobat
136,0.051863046575669605,-0.20863892308622792,0.0718384362344683,0.07153985244563228,11,Croconaw
137,0.001264275969504718,-0.08193591225129547,-0.10401559970052113,0.03152100534451648,16,Crustle
138,0.005198818367626586,0.01455630336920054,-0.13378704840163191,-0.08201011283478478,5,Cryogonal
139,0.048369403039325326,-0.08630060221250198,-0.07590878095138175,0.049565421040604914,16,Cubchoo
140,0.040331418739825736,-0.15548462553414374,0.09073603664772818,0.09354119457758928,11,Cubone
