,PCA1,PCA2,PCA3,PCA4,Cluster
0,0.04885889270518446,-0.0047976275170406885,-0.03647610985185605,0.10165202416341046,12
1,0.058115046420813964,0.24656484647405152,0.19517002585851068,0.014204822013365025,3
2,0.05002432568910075,-0.023056787813135884,0.13739241229702895,-0.001405129137927418,4
3,-0.020391616593498054,0.06102577302937012,-0.07967792733034103,0.01660678464428336,15
4,-0.0035955742979501873,-0.001314524429431617,-0.09032831180882517,-0.02934334583137709,1
5,0.029660490294818317,-0.17535960179755455,0.010091041936175098,-0.15830330142481783,10
6,0.04338977752459936,-0.1963014227828085,0.1716617358779446,0.041541800852032094,9
7,0.05760108070379273,-0.027993773105469216,0.11094609978692492,0.1418901527967836,4
8,0.04737367657234267,0.2458458287385053,0.22319912883379442,0.0003554492391550696,3
9,0.048646405151639364,0.06002842375438348,-0.07398713689968088,-0.05136672628149044,6
10,0.028670039653754587,0.012268566219171502,-0.03098063214885496,-0.15575894941445642,6
11,0.043960091325023515,-0.02379377164072247,0.03327145258256813,-0.1182499942754802,15
12,0.05891695072328941,-0.029985356691769324,0.11381119627079787,0.13909128805949583,4
13,-0.00461422178246753,0.13499019096817272,-0.19194212847460188,0.15174183658062337,7
14,-0.0026853387827308083,0.026975530999656713,0.07517426813445666,0.03398677095907556,4
15,-0.02095783054002964,-0.12319453776412302,-0.08570580938561874,0.007836489734976857,1
16,-0.03996076989966969,-0.10925551053692095,0.05257274892055669,0.05629682757655221,17
17,0.029260857986860112,-0.1319106102333498,0.004824824384107796,-0.02107575082746278,14
18,0.0420203467058393,-0.011978593364179,0.2680490974726879,-0.16162376455936284,5
19,0.0420203467058393,-0.011978593364179,0.2680490974726879,-0.16162376455936284,5
20,0.0420203467058393,-0.011978593364179,0.2680490974726879,-0.16162376455936284,5
21,0.0420203467058393,-0.011978593364179,0.2680490974726879,-0.16162376455936284,5
22,0.0420203467058393,-0.011978593364179,0.2680490974726879,-0.16162376455936284,5
23,0.0420203467058393,-0.011978593364179,0.2680490974726879,-0.16162376455936284,5
24,0.0420203467058393,-0.011978593364179,0.2680490974726879,-0.16162376455936284,5
25,0.0420203467058393,-0.011978593364179,0.2680490974726879,-0.16162376455936284,5
26,0.0420203467058393,-0.011978593364179,0.2680490974726879,-0.16162376455936284,5
27,0.0420203467058393,-0.011978593364179,0.2680490974726879,-0.16162376455936284,5
28,0.0420203467058393,-0.011978593364179,0.2680490974726879,-0.16162376455936284,5
29,0.0420203467058393,-0.011978593364179,0.2680490974726879,-0.16162376455936284,5
30,0.0420203467058393,-0.011978593364179,0.2680490974726879,-0.16162376455936284,5
31,0.0420203467058393,-0.011978593364179,0.2680490974726879,-0.16162376455936284,5
32,0.0420203467058393,-0.011978593364179,0.2680490974726879,-0.16162376455936284,5
33,0.0420203467058393,-0.011978593364179,0.2680490974726879,-0.16162376455936284,5
34,0.0420203467058393,-0.011978593364179,0.2680490974726879,-0.16162376455936284,5
35,0.0420203467058393,-0.011978593364179,0.2680490974726879,-0.16162376455936284,5
36,0.02673569892146706,-0.1320313582314799,-0.06582244828881705,-0.12830256648764216,10
37,0.020301194876443905,-0.15037599137563562,-0.04380883278742345,-0.14902819212320653,10
38,-0.10646931295993399,-0.012744854789198325,-0.08062270242992875,0.03434938111651839,1
39,-0.01072587549590837,-0.15547971935143567,-0.021806138198910842,0.027009217802320545,14
40,0.015529122566852242,0.23496737213257216,-0.009082283598871201,-0.00522680122608604,0
41,0.040098515030385876,-0.10402163740446922,-0.02528675303484405,-0.012902080970853212,14
42,0.015401979628407142,-0.019944476770951704,-0.1398873447465825,-0.23371029074868488,16
43,0.03428717353097271,0.20259603557861453,0.15268511842157423,0.021282899188359072,3
44,0.03749464410171453,-0.03992086207646985,0.06034289378472146,-0.12368977169580546,10
45,0.02913128280740198,-0.09533801104648927,-0.05570003194809383,-0.05069504674663172,14
46,0.036366354851542264,-0.12615686149626976,-0.091990656780676,0.028937852823440646,14
47,0.07914256369333666,0.17687575251774623,0.165308703668675,-0.07209247196869038,8
48,0.04424206346153124,-0.07069504184308255,0.06812833656808502,0.07825039806548548,4
49,0.06150593737614587,-0.031467497172224634,-0.0596567496891525,0.008676979266941044,1
50,0.04632697804856493,-0.17127864303948342,-0.009159454229781806,-0.05887167265817251,10
51,0.033614707548620316,0.18522485613854592,0.10187600712933413,-0.10696408854204062,8
52,0.04389365261896644,0.18270225775811383,0.12658828615151455,-0.02669209989552264,8
53,0.025762007703992423,-0.12226296870949714,0.02614042207543579,0.06191674768101098,17
54,0.057925064890486495,-0.12389751935311687,-0.09699839746083126,-0.06247063595044297,1
55,0.016777199070007423,-0.14725137054973397,-0.1157498760607191,-0.046389697962308955,1
56,0.053509530803680934,-0.10987459636897284,0.041836415048006385,-0.03410605298533558,10
57,0.013468507487980433,0.15181052823281185,-0.15136224331926612,0.1832310062095727,7
58,0.048379024750753036,-0.12431804852154414,-0.011131191217060988,0.05765771679803969,14
59,-0.05917514679602475,0.054473480605623355,-0.14992685922708882,-0.09877222064132588,6
60,-0.07846753161668632,-0.030964336774140445,-0.14330729265556585,-0.04028576206438809,1
61,0.025422718350568613,0.26839093429339483,0.1475612848242283,-0.12437032341169973,8
62,-0.6229262497059588,-0.07733646631548974,0.1573297360097067,-0.06119022707002276,2
63,-0.01995332602868832,0.17740036479241245,-0.18572472265617934,0.2396400555451333,7
64,-0.027155619448616653,0.13795247056491217,-0.1711197656993529,0.2217638730578784,7
65,0.028310315165061047,-0.059525170887324466,-0.10508653260639494,-0.054529715895034275,1
66,0.06627664674174193,-0.10069794371027958,0.01283682743427882,0.007361736203290815,14
67,0.06960617166289011,-0.0513206588854006,-0.03855664343452603,-0.009862824059869409,14
68,0.0262002151277407,-0.10576412580330131,-0.013571796250874062,0.05068724624830837,14
69,0.02860047532761029,-0.062255821995932645,0.034489080758223184,0.061018287324655085,4
70,0.022586126279630567,-0.169484271851445,0.10071490409663383,0.03743273804674907,9
71,0.011854302085761385,-0.15127239508921278,0.09290932374570846,0.13311989831374,17
72,0.052811800432801884,0.07672095326871624,0.1807899931984587,0.06178856390692099,3
73,0.036170224712781765,0.018383576120282834,-0.12136924213299623,-0.06857221925907203,6
74,0.027262809708553087,-0.05504283545028852,-0.12099393943382326,-0.035935344487670697,1
75,0.06492497597626704,0.04483797453103282,-0.07422654573088013,0.04854111538119505,12
76,0.021620795680580854,-0.1468657803182033,-0.07861069736619053,-0.0018591586331732888,14
77,0.04849372629314003,0.14553344530236767,0.0315137557390208,-0.03969237063841692,0
78,0.0248430759009008,-0.08529187890447384,-0.1793654807638324,-0.1655468728728486,16
79,0.01736124839166794,0.010226240818689105,0.008555976780225839,0.25039441471760676,12
80,0.05916060233629962,0.1546765594458967,0.09278097668792822,-0.10615905419533654,8
81,0.058338035254918395,0.18309532514383223,0.06150782841926748,-0.10361276428750815,8
82,0.013692942843216508,0.1313131195100363,-0.20576467029490228,0.1350470541250213,7
83,0.029296810338463215,-0.11730326277211632,-0.08186497017446487,-0.005754151432262311,14
84,-0.037315688958997305,0.10872967763539694,-0.14940773344357947,0.2262226327330575,7
85,0.04203524702494008,0.054091056797357324,0.04086307412872361,0.08833443460414908,12
86,0.04380493203496908,-0.10130625176558544,-0.07842196761899443,0.051633876267133866,14
87,-0.17357656986333503,-0.07193053150989677,-0.37933996590808106,-0.10405601595330667,16
88,-0.048776827789305796,0.11292115500333481,-0.10738612223333892,-0.09530182169234946,6
89,-0.0016481401240046004,0.08060017107427676,-0.013935640358959014,0.23802128223311014,12
90,0.00154986461114247,0.061088493773560223,0.019119682874260753,0.2397924091427351,12
91,0.03294655608502457,-0.07584479801476897,-0.00802229497898294,0.019020385431513832,14
92,0.03123291259355745,0.15140411807079734,-0.03964232968885337,-0.08394923913009174,0
